Merk,Model,Uitvoering,Modeljaar,Fiscale waarde,Energiebron,Transmissie,CO2-Uitstoot (g/km),Aantal zitplaatsen,Looptijd,Jaarkilometrage,Leaseprijs/mnd
Ford,Explorer EV,BEV 77kWh Extended Range Select RWD,2025,42700,Elektrisch,Automaat,0,5,48,30000,865
Ford,Explorer EV,BEV 77kWh Extended Range Select RWD,2025,42700,Elektrisch,Automaat,0,5,48,40000,918
Ford,Explorer EV,BEV 77kWh Extended Range Select RWD,2025,42700,Elektrisch,Automaat,0,5,60,20000,754
Ford,Explorer EV,BEV 77kWh Extended Range Select RWD,2025,42700,Elektrisch,Automaat,0,5,60,30000,805
Ford,Explorer EV,BEV 77kWh Extended Range Select RWD,2025,42700,Elektrisch,Automaat,0,5,60,40000,859
Ford,Explorer EV,BEV 79kWh Extended Range Select AWD,2025,50700,Elektrisch,Automaat,0,5,36,20000,1037
Ford,Explorer EV,BEV 79kWh Extended Range Select AWD,2025,50700,Elektrisch,Automaat,0,5,36,30000,1100
Ford,Explorer EV,BEV 79kWh Extended Range Select AWD,2025,50700,Elektrisch,Automaat,0,5,36,40000,1160
Ford,Explorer EV,BEV 79kWh Extended Range Select AWD,2025,50700,Elektrisch,Automaat,0,5,48,20000,928
Ford,Explorer EV,BEV 79kWh Extended Range Select AWD,2025,50700,Elektrisch,Automaat,0,5,48,30000,986
Ford,Explorer EV,BEV 79kWh Extended Range Select AWD,2025,50700,Elektrisch,Automaat,0,5,48,40000,1042
Ford,Explorer EV,BEV 79kWh Extended Range Select AWD,2025,50700,Elektrisch,Automaat,0,5,60,20000,859
Ford,Explorer EV,BEV 79kWh Extended Range Select AWD,2025,50700,Elektrisch,Automaat,0,5,60,30000,913
Ford,Explorer EV,BEV 79kWh Extended Range Select AWD,2025,50700,Elektrisch,Automaat,0,5,60,40000,970
Ford,Explorer EV,BEV 52kWh Standard Range Premium RWD,2025,41800,Elektrisch,Automaat,0,5,36,20000,907
Ford,Explorer EV,BEV 52kWh Standard Range Premium RWD,2025,41800,Elektrisch,Automaat,0,5,36,30000,963
Ford,Explorer EV,BEV 52kWh Standard Range Premium RWD,2025,41800,Elektrisch,Automaat,0,5,36,40000,1018
Ford,Explorer EV,BEV 52kWh Standard Range Premium RWD,2025,41800,Elektrisch,Automaat,0,5,48,20000,809
Ford,Explorer EV,BEV 52kWh Standard Range Premium RWD,2025,41800,Elektrisch,Automaat,0,5,48,30000,862
Ford,Explorer EV,BEV 52kWh Standard Range Premium RWD,2025,41800,Elektrisch,Automaat,0,5,48,40000,914
Ford,Explorer EV,BEV 52kWh Standard Range Premium RWD,2025,41800,Elektrisch,Automaat,0,5,60,20000,748
Ford,Explorer EV,BEV 52kWh Standard Range Premium RWD,2025,41800,Elektrisch,Automaat,0,5,60,30000,798
Ford,Explorer EV,BEV 52kWh Standard Range Premium RWD,2025,41800,Elektrisch,Automaat,0,5,60,40000,851
Ford,Explorer EV,BEV 77kWh Extended Range Premium RWD,2025,46700,Elektrisch,Automaat,0,5,36,20000,976
Ford,Explorer EV,BEV 77kWh Extended Range Premium RWD,2025,46700,Elektrisch,Automaat,0,5,36,30000,1040
Ford,Explorer EV,BEV 77kWh Extended Range Premium RWD,2025,46700,Elektrisch,Automaat,0,5,36,40000,1102
Ford,Explorer EV,BEV 77kWh Extended Range Premium RWD,2025,46700,Elektrisch,Automaat,0,5,48,20000,877
Ford,Explorer EV,BEV 77kWh Extended Range Premium RWD,2025,46700,Elektrisch,Automaat,0,5,48,30000,937
Ford,Explorer EV,BEV 77kWh Extended Range Premium RWD,2025,46700,Elektrisch,Automaat,0,5,48,40000,996
Ford,Explorer EV,BEV 77kWh Extended Range Premium RWD,2025,46700,Elektrisch,Automaat,0,5,60,20000,814
Ford,Explorer EV,BEV 77kWh Extended Range Premium RWD,2025,46700,Elektrisch,Automaat,0,5,60,30000,871
Ford,Explorer EV,BEV 77kWh Extended Range Premium RWD,2025,46700,Elektrisch,Automaat,0,5,60,40000,930
Ford,Explorer EV,BEV 79kWh Extended Range Premium AWD,2025,54700,Elektrisch,Automaat,0,5,36,20000,1109
Ford,Explorer EV,BEV 79kWh Extended Range Premium AWD,2025,54700,Elektrisch,Automaat,0,5,36,30000,1177
Ford,Explorer EV,BEV 79kWh Extended Range Premium AWD,2025,54700,Elektrisch,Automaat,0,5,36,40000,1244
Ford,Explorer EV,BEV 79kWh Extended Range Premium AWD,2025,54700,Elektrisch,Automaat,0,5,48,20000,991
Ford,Explorer EV,BEV 79kWh Extended Range Premium AWD,2025,54700,Elektrisch,Automaat,0,5,48,30000,1055
Ford,Explorer EV,BEV 79kWh Extended Range Premium AWD,2025,54700,Elektrisch,Automaat,0,5,48,40000,1117
Ford,Explorer EV,BEV 79kWh Extended Range Premium AWD,2025,54700,Elektrisch,Automaat,0,5,60,20000,915
Ford,Explorer EV,BEV 79kWh Extended Range Premium AWD,2025,54700,Elektrisch,Automaat,0,5,60,30000,976
Ford,Explorer EV,BEV 79kWh Extended Range Premium AWD,2025,54700,Elektrisch,Automaat,0,5,60,40000,1038
Ford,Focus,1.0 EcoBoost Hybrid 125pk Titanium X 5d,2024,34540,Benzine,Handgeschakeld,118,5,36,20000,788
Ford,Focus,1.0 EcoBoost Hybrid 125pk Titanium X 5d,2024,34540,Benzine,Handgeschakeld,118,5,36,30000,835
Ford,Focus,1.0 EcoBoost Hybrid 125pk Titanium X 5d,2024,34540,Benzine,Handgeschakeld,118,5,36,40000,880
Ford,Focus,1.0 EcoBoost Hybrid 125pk Titanium X 5d,2024,34540,Benzine,Handgeschakeld,118,5,48,20000,712
Ford,Focus,1.0 EcoBoost Hybrid 125pk Titanium X 5d,2024,34540,Benzine,Handgeschakeld,118,5,48,30000,757
Ford,Focus,1.0 EcoBoost Hybrid 125pk Titanium X 5d,2024,34540,Benzine,Handgeschakeld,118,5,48,40000,801
Ford,Focus,1.0 EcoBoost Hybrid 125pk Titanium X 5d,2024,34540,Benzine,Handgeschakeld,118,5,60,20000,666
Ford,Focus,1.0 EcoBoost Hybrid 125pk Titanium X 5d,2024,34540,Benzine,Handgeschakeld,118,5,60,30000,709
Ford,Focus,1.0 EcoBoost Hybrid 125pk Titanium X 5d,2024,34540,Benzine,Handgeschakeld,118,5,60,40000,757
Ford,Focus,1.0 EcoB Hybrid 125pk Titanium X Wagon,2024,35740,Benzine,Handgeschakeld,121,5,36,20000,804
Ford,Focus,1.0 EcoB Hybrid 125pk Titanium X Wagon,2024,35740,Benzine,Handgeschakeld,121,5,36,30000,853
Ford,Focus,1.0 EcoB Hybrid 125pk Titanium X Wagon,2024,35740,Benzine,Handgeschakeld,121,5,36,40000,900
Ford,Focus,1.0 EcoB Hybrid 125pk Titanium X Wagon,2024,35740,Benzine,Handgeschakeld,121,5,48,20000,728
Ford,Focus,1.0 EcoB Hybrid 125pk Titanium X Wagon,2024,35740,Benzine,Handgeschakeld,121,5,48,30000,775
Ford,Focus,1.0 EcoB Hybrid 125pk Titanium X Wagon,2024,35740,Benzine,Handgeschakeld,121,5,48,40000,821
Ford,Focus,1.0 EcoB Hybrid 125pk Titanium X Wagon,2024,35740,Benzine,Handgeschakeld,121,5,60,20000,683
Ford,Focus,1.0 EcoB Hybrid 125pk Titanium X Wagon,2024,35740,Benzine,Handgeschakeld,121,5,60,30000,728
Ford,Focus,1.0 EcoB Hybrid 125pk Titanium X Wagon,2024,35740,Benzine,Handgeschakeld,121,5,60,40000,777
Ford,Focus,1.0 EcoBoost Hybrid 125pk ST-Line Wagon,2024,34940,Benzine,Handgeschakeld,123,5,36,20000,796
Ford,Focus,1.0 EcoBoost Hybrid 125pk ST-Line Wagon,2024,34940,Benzine,Handgeschakeld,123,5,36,30000,845
Ford,Focus,1.0 EcoBoost Hybrid 125pk ST-Line Wagon,2024,34940,Benzine,Handgeschakeld,123,5,36,40000,892
Ford,Focus,1.0 EcoBoost Hybrid 125pk ST-Line Wagon,2024,34940,Benzine,Handgeschakeld,123,5,48,20000,724
Ford,Focus,1.0 EcoBoost Hybrid 125pk ST-Line Wagon,2024,34940,Benzine,Handgeschakeld,123,5,48,30000,770
Ford,Focus,1.0 EcoBoost Hybrid 125pk ST-Line Wagon,2024,34940,Benzine,Handgeschakeld,123,5,48,40000,816
Ford,Focus,1.0 EcoBoost Hybrid 125pk ST-Line Wagon,2024,34940,Benzine,Handgeschakeld,123,5,60,20000,680
Ford,Focus,1.0 EcoBoost Hybrid 125pk ST-Line Wagon,2024,34940,Benzine,Handgeschakeld,123,5,60,30000,724
Ford,Focus,1.0 EcoBoost Hybrid 125pk ST-Line Wagon,2024,34940,Benzine,Handgeschakeld,123,5,60,40000,774
Ford,Focus,1.0 EcoBoost Hybrid 125pk ST-Line 5d,2024,33740,Benzine,Handgeschakeld,119,5,36,20000,775
Ford,Focus,1.0 EcoBoost Hybrid 125pk ST-Line 5d,2024,33740,Benzine,Handgeschakeld,119,5,36,30000,821
Ford,Focus,1.0 EcoBoost Hybrid 125pk ST-Line 5d,2024,33740,Benzine,Handgeschakeld,119,5,36,40000,866
Ford,Focus,1.0 EcoBoost Hybrid 125pk ST-Line 5d,2024,33740,Benzine,Handgeschakeld,119,5,48,20000,700
Ford,Focus,1.0 EcoBoost Hybrid 125pk ST-Line 5d,2024,33740,Benzine,Handgeschakeld,119,5,48,30000,745
Ford,Focus,1.0 EcoBoost Hybrid 125pk ST-Line 5d,2024,33740,Benzine,Handgeschakeld,119,5,48,40000,788
Ford,Focus,1.0 EcoBoost Hybrid 125pk ST-Line 5d,2024,33740,Benzine,Handgeschakeld,119,5,60,20000,655
Ford,Focus,1.0 EcoBoost Hybrid 125pk ST-Line 5d,2024,33740,Benzine,Handgeschakeld,119,5,60,30000,698
Ford,Focus,1.0 EcoBoost Hybrid 125pk ST-Line 5d,2024,33740,Benzine,Handgeschakeld,119,5,60,40000,746
Ford,Focus,2.3 EcoBoost 280pk ST-X 5d,2024,66445,Benzine,Handgeschakeld,183,5,36,20000,1426
Ford,Focus,2.3 EcoBoost 280pk ST-X 5d,2024,66445,Benzine,Handgeschakeld,183,5,36,30000,1503
Ford,Focus,2.3 EcoBoost 280pk ST-X 5d,2024,66445,Benzine,Handgeschakeld,183,5,36,40000,1577
Ford,Focus,2.3 EcoBoost 280pk ST-X 5d,2024,66445,Benzine,Handgeschakeld,183,5,48,20000,1263
Ford,Focus,2.3 EcoBoost 280pk ST-X 5d,2024,66445,Benzine,Handgeschakeld,183,5,48,30000,1335
Ford,Focus,2.3 EcoBoost 280pk ST-X 5d,2024,66445,Benzine,Handgeschakeld,183,5,60,20000,1160
Ford,Focus,2.3 EcoBoost 280pk ST-X 5d,2024,66445,Benzine,Handgeschakeld,183,5,60,30000,1228
Ford,Focus,2.3 EcoBoost 280pk ST-X 5d,2024,66445,Benzine,Handgeschakeld,183,5,60,40000,1298
Ford,Focus,1.0 EcoB Hybrid 125pk ST-Line X Wagon,2024,36740,Benzine,Handgeschakeld,124,5,36,20000,831
Ford,Focus,1.0 EcoB Hybrid 125pk ST-Line X Wagon,2024,36740,Benzine,Handgeschakeld,124,5,36,30000,880
Ford,Focus,1.0 EcoB Hybrid 125pk ST-Line X Wagon,2024,36740,Benzine,Handgeschakeld,124,5,36,40000,929
Ford,Focus,1.0 EcoB Hybrid 125pk ST-Line X Wagon,2024,36740,Benzine,Handgeschakeld,124,5,48,20000,753
Ford,Focus,1.0 EcoB Hybrid 125pk ST-Line X Wagon,2024,36740,Benzine,Handgeschakeld,124,5,48,30000,800
Ford,Focus,1.0 EcoB Hybrid 125pk ST-Line X Wagon,2024,36740,Benzine,Handgeschakeld,124,5,48,40000,847
Ford,Focus,1.0 EcoB Hybrid 125pk ST-Line X Wagon,2024,36740,Benzine,Handgeschakeld,124,5,60,20000,706
Ford,Focus,1.0 EcoB Hybrid 125pk ST-Line X Wagon,2024,36740,Benzine,Handgeschakeld,124,5,60,30000,751
Ford,Focus,1.0 EcoB Hybrid 125pk ST-Line X Wagon,2024,36740,Benzine,Handgeschakeld,124,5,60,40000,801
Ford,Focus,1.0 EcoBoost Hybrid 125pk ST-Line X 5d,2024,35540,Benzine,Handgeschakeld,120,5,36,20000,811
Ford,Focus,1.0 EcoBoost Hybrid 125pk ST-Line X 5d,2024,35540,Benzine,Handgeschakeld,120,5,36,30000,858
Ford,Focus,1.0 EcoBoost Hybrid 125pk ST-Line X 5d,2024,35540,Benzine,Handgeschakeld,120,5,36,40000,904
Ford,Focus,1.0 EcoBoost Hybrid 125pk ST-Line X 5d,2024,35540,Benzine,Handgeschakeld,120,5,48,20000,731
Ford,Focus,1.0 EcoBoost Hybrid 125pk ST-Line X 5d,2024,35540,Benzine,Handgeschakeld,120,5,48,30000,776
Ford,Focus,1.0 EcoBoost Hybrid 125pk ST-Line X 5d,2024,35540,Benzine,Handgeschakeld,120,5,48,40000,821
Ford,Focus,1.0 EcoBoost Hybrid 125pk ST-Line X 5d,2024,35540,Benzine,Handgeschakeld,120,5,60,20000,683
Ford,Focus,1.0 EcoBoost Hybrid 125pk ST-Line X 5d,2024,35540,Benzine,Handgeschakeld,120,5,60,30000,726
Ford,Focus,1.0 EcoBoost Hybrid 125pk ST-Line X 5d,2024,35540,Benzine,Handgeschakeld,120,5,60,40000,775
Ford,Focus,1.0 EcoBoost Hybrid 125pk Titanium Wagon,2024,33940,Benzine,Handgeschakeld,120,5,36,20000,778
Ford,Focus,1.0 EcoBoost Hybrid 125pk Titanium Wagon,2024,33940,Benzine,Handgeschakeld,120,5,36,30000,824
Ford,Focus,1.0 EcoBoost Hybrid 125pk Titanium Wagon,2024,33940,Benzine,Handgeschakeld,120,5,36,40000,870
Ford,Focus,1.0 EcoBoost Hybrid 125pk Titanium Wagon,2024,33940,Benzine,Handgeschakeld,120,5,48,20000,707
Ford,Focus,1.0 EcoBoost Hybrid 125pk Titanium Wagon,2024,33940,Benzine,Handgeschakeld,120,5,48,30000,752
Ford,Focus,1.0 EcoBoost Hybrid 125pk Titanium Wagon,2024,33940,Benzine,Handgeschakeld,120,5,48,40000,795
Ford,Focus,1.0 EcoBoost Hybrid 125pk Titanium Wagon,2024,33940,Benzine,Handgeschakeld,120,5,60,20000,664
Ford,Focus,1.0 EcoBoost Hybrid 125pk Titanium Wagon,2024,33940,Benzine,Handgeschakeld,120,5,60,30000,707
Ford,Focus,1.0 EcoBoost Hybrid 125pk Titanium Wagon,2024,33940,Benzine,Handgeschakeld,120,5,60,40000,755
Ford,Focus,1.0 EcoBoost Hybrid 125pk Titanium 5d,2024,32740,Benzine,Handgeschakeld,118,5,36,20000,757
Ford,Focus,1.0 EcoBoost Hybrid 125pk Titanium 5d,2024,32740,Benzine,Handgeschakeld,118,5,36,30000,801
Ford,Focus,1.0 EcoBoost Hybrid 125pk Titanium 5d,2024,32740,Benzine,Handgeschakeld,118,5,36,40000,844
Ford,Focus,1.0 EcoBoost Hybrid 125pk Titanium 5d,2024,32740,Benzine,Handgeschakeld,118,5,48,20000,684
Ford,Focus,1.0 EcoBoost Hybrid 125pk Titanium 5d,2024,32740,Benzine,Handgeschakeld,118,5,48,30000,727
Ford,Focus,1.0 EcoBoost Hybrid 125pk Titanium 5d,2024,32740,Benzine,Handgeschakeld,118,5,48,40000,768
Ford,Focus,1.0 EcoBoost Hybrid 125pk Titanium 5d,2024,32740,Benzine,Handgeschakeld,118,5,60,20000,641
Ford,Focus,1.0 EcoBoost Hybrid 125pk Titanium 5d,2024,32740,Benzine,Handgeschakeld,118,5,60,30000,682
Ford,Focus,1.0 EcoBoost Hybrid 125pk Titanium 5d,2024,32740,Benzine,Handgeschakeld,118,5,60,40000,727
Ford,Focus,1.0 EcoB Hybrid 155pk Titanium X Aut Wagon,2024,38490,Benzine,Automaat,122,5,36,20000,835
Ford,Focus,1.0 EcoB Hybrid 155pk Titanium X Aut Wagon,2024,38490,Benzine,Automaat,122,5,36,30000,889
Ford,Focus,1.0 EcoB Hybrid 155pk Titanium X Aut Wagon,2024,38490,Benzine,Automaat,122,5,36,40000,942
Ford,Focus,1.0 EcoB Hybrid 155pk Titanium X Aut Wagon,2024,38490,Benzine,Automaat,122,5,48,20000,764
Ford,Focus,1.0 EcoB Hybrid 155pk Titanium X Aut Wagon,2024,38490,Benzine,Automaat,122,5,48,30000,815
Ford,Focus,1.0 EcoB Hybrid 155pk Titanium X Aut Wagon,2024,38490,Benzine,Automaat,122,5,48,40000,866
Ford,Focus,1.0 EcoB Hybrid 155pk Titanium X Aut Wagon,2024,38490,Benzine,Automaat,122,5,60,20000,720
Ford,Focus,1.0 EcoB Hybrid 155pk Titanium X Aut Wagon,2024,38490,Benzine,Automaat,122,5,60,30000,770
Ford,Focus,1.0 EcoB Hybrid 155pk Titanium X Aut Wagon,2024,38490,Benzine,Automaat,122,5,60,40000,824
Ford,Focus,1.0 EcoB Hybrid 155pk Titanium X Aut 5d,2024,37290,Benzine,Automaat,119,5,36,20000,817
Ford,Focus,1.0 EcoB Hybrid 155pk Titanium X Aut 5d,2024,37290,Benzine,Automaat,119,5,36,30000,869
Ford,Focus,1.0 EcoB Hybrid 155pk Titanium X Aut 5d,2024,37290,Benzine,Automaat,119,5,36,40000,919
Ford,Focus,1.0 EcoB Hybrid 155pk Titanium X Aut 5d,2024,37290,Benzine,Automaat,119,5,48,20000,743
Ford,Focus,1.0 EcoB Hybrid 155pk Titanium X Aut 5d,2024,37290,Benzine,Automaat,119,5,48,30000,793
Ford,Focus,1.0 EcoB Hybrid 155pk Titanium X Aut 5d,2024,37290,Benzine,Automaat,119,5,48,40000,841
Ford,Focus,1.0 EcoB Hybrid 155pk Titanium X Aut 5d,2024,37290,Benzine,Automaat,119,5,60,20000,698
Ford,Focus,1.0 EcoB Hybrid 155pk Titanium X Aut 5d,2024,37290,Benzine,Automaat,119,5,60,30000,746
Ford,Focus,1.0 EcoB Hybrid 155pk Titanium X Aut 5d,2024,37290,Benzine,Automaat,119,5,60,40000,798
Ford,Focus,1.0 EcoB Hybrid 155pk ST-Line X Aut Wagon,2024,39490,Benzine,Automaat,126,5,36,20000,854
Ford,Focus,1.0 EcoB Hybrid 155pk ST-Line X Aut Wagon,2024,39490,Benzine,Automaat,126,5,36,30000,909
Ford,Focus,1.0 EcoB Hybrid 155pk ST-Line X Aut Wagon,2024,39490,Benzine,Automaat,126,5,36,40000,962
Ford,Focus,1.0 EcoB Hybrid 155pk ST-Line X Aut Wagon,2024,39490,Benzine,Automaat,126,5,48,20000,781
Ford,Focus,1.0 EcoB Hybrid 155pk ST-Line X Aut Wagon,2024,39490,Benzine,Automaat,126,5,48,30000,833
Ford,Focus,1.0 EcoB Hybrid 155pk ST-Line X Aut Wagon,2024,39490,Benzine,Automaat,126,5,48,40000,884
Ford,Focus,1.0 EcoB Hybrid 155pk ST-Line X Aut Wagon,2024,39490,Benzine,Automaat,126,5,60,20000,736
Ford,Focus,1.0 EcoB Hybrid 155pk ST-Line X Aut Wagon,2024,39490,Benzine,Automaat,126,5,60,30000,786
Ford,Focus,1.0 EcoB Hybrid 155pk ST-Line X Aut Wagon,2024,39490,Benzine,Automaat,126,5,60,40000,841
Ford,Focus,1.0 EcoB Hybrid 155pk ST-Line X Aut 5d,2024,38290,Benzine,Automaat,121,5,36,20000,834
Ford,Focus,1.0 EcoB Hybrid 155pk ST-Line X Aut 5d,2024,38290,Benzine,Automaat,121,5,36,30000,887
Ford,Focus,1.0 EcoB Hybrid 155pk ST-Line X Aut 5d,2024,38290,Benzine,Automaat,121,5,36,40000,938
Ford,Focus,1.0 EcoB Hybrid 155pk ST-Line X Aut 5d,2024,38290,Benzine,Automaat,121,5,48,20000,758
Ford,Focus,1.0 EcoB Hybrid 155pk ST-Line X Aut 5d,2024,38290,Benzine,Automaat,121,5,48,30000,809
Ford,Focus,1.0 EcoB Hybrid 155pk ST-Line X Aut 5d,2024,38290,Benzine,Automaat,121,5,48,40000,857
Ford,Focus,1.0 EcoB Hybrid 155pk ST-Line X Aut 5d,2024,38290,Benzine,Automaat,121,5,60,20000,712
Ford,Focus,1.0 EcoB Hybrid 155pk ST-Line X Aut 5d,2024,38290,Benzine,Automaat,121,5,60,30000,760
Ford,Focus,1.0 EcoB Hybrid 155pk ST-Line X Aut 5d,2024,38290,Benzine,Automaat,121,5,60,40000,813
Ford,Focus,1.0 EcoB Hybrid 155pk ST-Line Aut Wagon,2024,37690,Benzine,Automaat,124,5,36,20000,825
Ford,Focus,1.0 EcoB Hybrid 155pk ST-Line Aut Wagon,2024,37690,Benzine,Automaat,124,5,36,30000,879
Ford,Focus,1.0 EcoB Hybrid 155pk ST-Line Aut Wagon,2024,37690,Benzine,Automaat,124,5,36,40000,931
Ford,Focus,1.0 EcoB Hybrid 155pk ST-Line Aut Wagon,2024,37690,Benzine,Automaat,124,5,48,20000,755
Ford,Focus,1.0 EcoB Hybrid 155pk ST-Line Aut Wagon,2024,37690,Benzine,Automaat,124,5,48,30000,806
Ford,Focus,1.0 EcoB Hybrid 155pk ST-Line Aut Wagon,2024,37690,Benzine,Automaat,124,5,48,40000,856
Ford,Focus,1.0 EcoB Hybrid 155pk ST-Line Aut Wagon,2024,37690,Benzine,Automaat,124,5,60,20000,713
Ford,Focus,1.0 EcoB Hybrid 155pk ST-Line Aut Wagon,2024,37690,Benzine,Automaat,124,5,60,30000,762
Ford,Focus,1.0 EcoB Hybrid 155pk ST-Line Aut Wagon,2024,37690,Benzine,Automaat,124,5,60,40000,816
Ford,Focus,1.0 EcoB Hybrid 155pk Titanium Aut Wagon,2024,36690,Benzine,Automaat,121,5,36,20000,805
Ford,Focus,1.0 EcoB Hybrid 155pk Titanium Aut Wagon,2024,36690,Benzine,Automaat,121,5,36,30000,857
Ford,Focus,1.0 EcoB Hybrid 155pk Titanium Aut Wagon,2024,36690,Benzine,Automaat,121,5,36,40000,906
Ford,Focus,1.0 EcoB Hybrid 155pk Titanium Aut Wagon,2024,36690,Benzine,Automaat,121,5,48,20000,737
Ford,Focus,1.0 EcoB Hybrid 155pk Titanium Aut Wagon,2024,36690,Benzine,Automaat,121,5,48,30000,786
Ford,Focus,1.0 EcoB Hybrid 155pk Titanium Aut Wagon,2024,36690,Benzine,Automaat,121,5,48,40000,834
Ford,Focus,1.0 EcoB Hybrid 155pk Titanium Aut Wagon,2024,36690,Benzine,Automaat,121,5,60,20000,696
Ford,Focus,1.0 EcoB Hybrid 155pk Titanium Aut Wagon,2024,36690,Benzine,Automaat,121,5,60,30000,742
Ford,Focus,1.0 EcoB Hybrid 155pk Titanium Aut Wagon,2024,36690,Benzine,Automaat,121,5,60,40000,794
Ford,Kuga,Titanium 2.5 PHEV e-CVT automaat,2025,42340,Hybride,Automaat,20,5,36,20000,915
Ford,Kuga,Titanium 2.5 PHEV e-CVT automaat,2025,42340,Hybride,Automaat,20,5,36,30000,973
Ford,Kuga,Titanium 2.5 PHEV e-CVT automaat,2025,42340,Hybride,Automaat,20,5,36,40000,1029
Ford,Kuga,Titanium 2.5 PHEV e-CVT automaat,2025,42340,Hybride,Automaat,20,5,48,20000,833
Ford,Kuga,Titanium 2.5 PHEV e-CVT automaat,2025,42340,Hybride,Automaat,20,5,48,30000,888
Ford,Kuga,Titanium 2.5 PHEV e-CVT automaat,2025,42340,Hybride,Automaat,20,5,48,40000,942
Ford,Kuga,Titanium 2.5 PHEV e-CVT automaat,2025,42340,Hybride,Automaat,20,5,60,20000,783
Ford,Kuga,Titanium 2.5 PHEV e-CVT automaat,2025,42340,Hybride,Automaat,20,5,60,30000,836
Ford,Kuga,Titanium 2.5 PHEV e-CVT automaat,2025,42340,Hybride,Automaat,20,5,60,40000,893
Ford,Kuga,ST-Line 2.5 PHEV e-CVT automaat,2025,43740,Hybride,Automaat,20,5,36,20000,938
Ford,Kuga,ST-Line 2.5 PHEV e-CVT automaat,2025,43740,Hybride,Automaat,20,5,36,30000,998
Ford,Kuga,ST-Line 2.5 PHEV e-CVT automaat,2025,43740,Hybride,Automaat,20,5,36,40000,1056
Ford,Kuga,ST-Line 2.5 PHEV e-CVT automaat,2025,43740,Hybride,Automaat,20,5,48,20000,854
Ford,Kuga,ST-Line 2.5 PHEV e-CVT automaat,2025,43740,Hybride,Automaat,20,5,48,30000,911
Ford,Kuga,ST-Line 2.5 PHEV e-CVT automaat,2025,43740,Hybride,Automaat,20,5,48,40000,966
Ford,Kuga,ST-Line 2.5 PHEV e-CVT automaat,2025,43740,Hybride,Automaat,20,5,60,20000,802
Ford,Kuga,ST-Line 2.5 PHEV e-CVT automaat,2025,43740,Hybride,Automaat,20,5,60,30000,857
Ford,Kuga,ST-Line 2.5 PHEV e-CVT automaat,2025,43740,Hybride,Automaat,20,5,60,40000,916
Ford,Kuga,ST-Line X 2.5 PHEV e-CVT automaat,2025,47985,Hybride,Automaat,21,5,36,20000,1009
Ford,Kuga,ST-Line X 2.5 PHEV e-CVT automaat,2025,47985,Hybride,Automaat,21,5,36,30000,1072
Ford,Kuga,ST-Line X 2.5 PHEV e-CVT automaat,2025,47985,Hybride,Automaat,21,5,36,40000,1132
Ford,Kuga,ST-Line X 2.5 PHEV e-CVT automaat,2025,47985,Hybride,Automaat,21,5,48,20000,916
Ford,Kuga,ST-Line X 2.5 PHEV e-CVT automaat,2025,47985,Hybride,Automaat,21,5,48,30000,975
Ford,Kuga,ST-Line X 2.5 PHEV e-CVT automaat,2025,47985,Hybride,Automaat,21,5,48,40000,1032
Ford,Kuga,ST-Line X 2.5 PHEV e-CVT automaat,2025,47985,Hybride,Automaat,21,5,60,20000,858
Ford,Kuga,ST-Line X 2.5 PHEV e-CVT automaat,2025,47985,Hybride,Automaat,21,5,60,30000,914
Ford,Kuga,ST-Line X 2.5 PHEV e-CVT automaat,2025,47985,Hybride,Automaat,21,5,60,40000,975
Ford,Kuga,Active X 2.5 PHEV e-CVT Aut,2025,47985,Hybride,Automaat,21,5,36,20000,1009
Ford,Kuga,Active X 2.5 PHEV e-CVT Aut,2025,47985,Hybride,Automaat,21,5,36,30000,1072
Ford,Kuga,Active X 2.5 PHEV e-CVT Aut,2025,47985,Hybride,Automaat,21,5,36,40000,1132
Ford,Kuga,Active X 2.5 PHEV e-CVT Aut,2025,47985,Hybride,Automaat,21,5,48,20000,916
Ford,Kuga,Active X 2.5 PHEV e-CVT Aut,2025,47985,Hybride,Automaat,21,5,48,30000,975
Ford,Kuga,Active X 2.5 PHEV e-CVT Aut,2025,47985,Hybride,Automaat,21,5,48,40000,1032
Ford,Kuga,Active X 2.5 PHEV e-CVT Aut,2025,47985,Hybride,Automaat,21,5,60,20000,858
Ford,Kuga,Active X 2.5 PHEV e-CVT Aut,2025,47985,Hybride,Automaat,21,5,60,30000,914
Ford,Kuga,Active X 2.5 PHEV e-CVT Aut,2025,47985,Hybride,Automaat,21,5,60,40000,975
Ford,Mustang Mach-E,Standard Range RWD Mach-E,2025,45470,Elektrisch,Automaat,0,5,36,20000,987
Ford,Mustang Mach-E,Standard Range RWD Mach-E,2025,45470,Elektrisch,Automaat,0,5,36,30000,1040
Ford,Mustang Mach-E,Standard Range RWD Mach-E,2025,45470,Elektrisch,Automaat,0,5,36,40000,1093
Ford,Mustang Mach-E,Standard Range RWD Mach-E,2025,45470,Elektrisch,Automaat,0,5,48,20000,873
Ford,Mustang Mach-E,Standard Range RWD Mach-E,2025,45470,Elektrisch,Automaat,0,5,48,30000,924
Ford,Mustang Mach-E,Standard Range RWD Mach-E,2025,45470,Elektrisch,Automaat,0,5,48,40000,973
Ford,Mustang Mach-E,Standard Range RWD Mach-E,2025,45470,Elektrisch,Automaat,0,5,60,20000,803
Ford,Mustang Mach-E,Standard Range RWD Mach-E,2025,45470,Elektrisch,Automaat,0,5,60,30000,851
